Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),GeneList
GO Biological Processes,19,GO:0016197,endosomal transport,19_GO:0051179 localization,-2.9,2,3.5,30284,264,1307,23,1.8,0.36,2013|9367|10043|11151|22836|23484|27065|27131|29934|30844|30845|51560|51617|54918|55048|57533|64601|81609|92241|112574|112936|254122|644150,EMP2|RAB9A|TOM1|CORO1A|RHOBTB3|LEPROTL1|NSG1|SNX5|SNX12|EHD4|EHD3|RAB6B|NSG2|CMTM6|VPS37C|TBC1D14|VPS16|SNX27|RCSD1|SNX18|VPS26B|SNX32|WIPF3,-1.6,Var1
GO Biological Processes,19,GO:1903707,negative regulation of hemopoiesis,19_GO:0002376 immune system process,-2.9,2.6,3.7,30284,127,1307,14,1.1,0.28,604|865|1050|2064|2624|3566|3635|4092|6422|6522|25793|51043|63976|441478,BCL6|CBFB|CEBPA|ERBB2|GATA2|IL4R|INPP5D|SMAD7|SFRP1|SLC4A2|FBXO7|ZBTB7B|PRDM16|NRARP,-1.6,Var1
GO Cellular Components,20,GO:0016607,nuclear speck,,-2.9,1.8,3.4,30284,415,1307,32,2.4,0.43,322|328|1793|3428|3636|4137|4208|4303|5681|5936|6446|7737|8683|9425|10014|10084|10409|23464|24148|26959|27111|28999|30827|51750|54815|55604|55914|56731|64852|84441|84662|204851,APBB1|APEX1|DOCK1|IFI16|INPPL1|MAPT|MEF2C|FOXO4|PSKH1|RBM4|SGK1|RNF113A|SRSF9|CDYL|HDAC5|PQBP1|BASP1|GCAT|PRPF6|HBP1|SDCBP2|KLF15|CXXC1|RTEL1|GATAD2A|CARMIL1|ERBIN|SLC2A4RG|TUT1|MAML2|GLIS2|HIPK1,-1.6,Var1
GO Biological Processes,19,GO:0098655,monoatomic cation transmembrane transport,19_GO:0051179 localization,-2.9,1.6,3.3,30284,701,1307,48,3.7,0.52,41|478|498|509|514|533|534|784|1317|1497|1906|1910|2281|2905|3754|3764|3766|3779|3780|4714|4715|4720|4725|5331|6533|6560|7351|7384|7779|7991|8884|9296|9551|9780|10312|23413|23516|27347|29796|30001|55362|57419|84502|84876|92745|93129|121260|196527,ASIC1|ATP1A3|ATP5F1A|ATP5F1C|ATP5F1E|ATP6V0B|ATP6V1G2|CACNB3|SLC31A1|CTNS|EDN1|EDNRB|FKBP1B|GRIN2C|KCNF1|KCNJ8|KCNJ10|KCNMB1|KCNN1|NDUFB8|NDUFB9|NDUFS2|NDUFS5|PLCB3|SLC6A6|SLC12A4|UCP2|UQCRC1|SLC30A1|TUSC3|SLC5A6|ATP6V1F|ATP5MF|PIEZO1|TCIRG1|NCS1|SLC39A14|STK39|UQCR10|ERO1A|TMEM63B|SLC24A3|JPH4|ORAI1|SLC38A5|ORAI3|SLC15A4|ANO6,-1.6,Var1
GO Biological Processes,19,GO:0051495,positive regulation of cytoskeleton organization,19_GO:0048518 positive regulation of biological process,-2.9,2.2,3.6,30284,186,1307,18,1.4,0.32,88|1906|2242|4088|4131|4137|5202|5829|6422|7016|8936|10300|10458|11075|22899|28964|51466|55604,ACTN2|EDN1|FES|SMAD3|MAP1B|MAPT|PFDN2|PXN|SFRP1|TESK1|WASF1|KATNB1|BAIAP2|STMN2|ARHGEF15|GIT1|EVL|CARMIL1,-1.6,Var1
GO Biological Processes,19,GO:0030162,regulation of proteolysis,19_GO:0050789 regulation of biological process,-2.9,1.7,3.4,30284,538,1307,39,3,0.47,369|666|831|1020|1050|1893|1944|2295|2629|2852|3428|4092|4155|4738|4780|5371|5582|5702|5992|7133|7157|7514|9093|22836|23555|27429|29763|29934|29978|64115|64215|64285|80011|81542|93974|112399|143458|286204|374969,ARAF|BOK|CAST|CDK5|CEBPA|ECM1|EFNA3|FOXF2|GBA1|GPER1|IFI16|SMAD7|MBP|NEDD8|NFE2L2|PML|PRKCG|PSMC3|RFX4|TNFRSF1B|TP53|XPO1|DNAJA3|RHOBTB3|TSPAN15|HTRA2|PACSIN3|SNX12|UBQLN2|VSIR|DNAJC1|RHBDF1|PSME3IP1|TMX1|ATP5IF1|EGLN3|LDLRAD3|CRB2|SVBP,-1.6,Var1
GO Biological Processes,19,GO:0006066,alcohol metabolic process,19_GO:0009987 cellular process,-2.9,1.9,3.5,30284,314,1307,26,2,0.39,216|1050|1593|1910|2232|2260|2629|3420|3421|3706|4864|6720|8578|8818|9023|10327|23780|26002|27233|51447|51477|57104|57704|84532|123099|171546,ALDH1A1|CEBPA|CYP27A1|EDNRB|FDXR|FGFR1|GBA1|IDH3B|IDH3G|ITPKA|NPC1|SREBF1|SCARF1|DPM2|CH25H|AKR1A1|APOL2|MOXD1|SULT1C4|IP6K2|ISYNA1|PNPLA2|GBA2|ACSS1|DEGS2|SPTSSA,-1.6,Var1
GO Biological Processes,19,GO:0060349,bone morphogenesis,19_GO:0032502 developmental process,-2.9,2.8,3.8,30284,100,1307,12,0.92,0.26,658|2263|2355|3636|4208|4664|4665|6781|7010|7048|54928|55512,BMPR1B|FGFR2|FOSL2|INPPL1|MEF2C|NAB1|NAB2|STC1|TEK|TGFBR2|BPNT2|SMPD3,-1.6,Var1
GO Biological Processes,19,GO:0001776,leukocyte homeostasis,19_GO:0042592 homeostatic process,-2.9,2.8,3.8,30284,100,1307,12,0.92,0.26,1435|4208|5518|5532|6777|9093|9469|10312|10461|11151|55690|121260,CSF1|MEF2C|PPP2R1A|PPP3CB|STAT5B|DNAJA3|CHST3|TCIRG1|MERTK|CORO1A|PACS1|SLC15A4,-1.6,Var1
GO Biological Processes,19,GO:0003180,aortic valve morphogenesis,19_GO:0032502 developmental process,-2.9,4.2,4.2,30284,39,1307,7,0.54,0.2,4091|4846|4851|5925|7048|7075|54567,SMAD6|NOS3|NOTCH1|RB1|TGFBR2|TIE1|DLL4,-1.6,Var1
GO Biological Processes,19,GO:0051150,regulation of smooth muscle cell differentiation,19_GO:0032502 developmental process,-2.9,3.7,4.1,30284,50,1307,8,0.61,0.22,2263|2852|4303|4851|4853|4855|5155|27250,FGFR2|GPER1|FOXO4|NOTCH1|NOTCH2|NOTCH4|PDGFB|PDCD4,-1.6,Var1
GO Biological Processes,19,GO:0045747,positive regulation of Notch signaling pathway,19_GO:0048518 positive regulation of biological process,-2.9,3.7,4.1,30284,50,1307,8,0.61,0.22,94|3280|4242|4846|4851|10413|28514|54567,ACVRL1|HES1|MFNG|NOS3|NOTCH1|YAP1|DLL1|DLL4,-1.6,Var1
GO Biological Processes,19,GO:2000036,regulation of stem cell population maintenance,19_GO:0032502 developmental process,-2.9,3.1,3.9,30284,74,1307,10,0.77,0.24,605|655|3622|6598|6760|9275|10413|51412|55274|55818,BCL7A|BMP7|ING2|SMARCB1|SS18|BCL7B|YAP1|ACTL6B|PHF10|KDM3A,-1.6,Var1
GO Biological Processes,19,GO:0032272,negative regulation of protein polymerization,19_GO:0048519 negative regulation of biological process,-2.9,3.1,3.9,30284,74,1307,10,0.77,0.24,822|2039|3925|6709|7111|9168|10382|11013|11075|23189,CAPG|DMTN|STMN1|SPTAN1|TMOD1|TMSB10|TUBB4A|TMSB15A|STMN2|KANK1,-1.6,Var1
GO Biological Processes,19,GO:1905037,autophagosome organization,19_GO:0009987 cellular process,-2.9,2.9,3.8,30284,87,1307,11,0.84,0.25,2629|9363|10043|10312|10533|25989|29978|55062|440026|441400|643246,GBA1|RAB33A|TOM1|TCIRG1|ATG7|ULK3|UBQLN2|WIPI1|TMEM41B|RAB1C|MAP1LC3B2,-1.6,Var1
GO Biological Processes,19,GO:0010232,vascular transport,19_GO:0051179 localization,-2.9,2.9,3.8,30284,87,1307,11,0.84,0.25,2171|3764|5243|6508|6533|7037|8884|9429|11309|57419|92745,FABP5|KCNJ8|ABCB1|SLC4A3|SLC6A6|TFRC|SLC5A6|ABCG2|SLCO2B1|SLC24A3|SLC38A5,-1.6,Var1
GO Biological Processes,19,GO:0150104,transport across blood-brain barrier,19_GO:0051179 localization,-2.9,2.9,3.8,30284,87,1307,11,0.84,0.25,2171|3764|5243|6508|6533|7037|8884|9429|11309|57419|92745,FABP5|KCNJ8|ABCB1|SLC4A3|SLC6A6|TFRC|SLC5A6|ABCG2|SLCO2B1|SLC24A3|SLC38A5,-1.6,Var1
GO Biological Processes,19,GO:0070306,lens fiber cell differentiation,19_GO:0032502 developmental process,-2.9,4.8,4.3,30284,29,1307,6,0.46,0.19,1969|4088|7111|7476|11145|128637,EPHA2|SMAD3|TMOD1|WNT7A|PLAAT3|TBC1D20,-1.6,Var1
GO Biological Processes,19,GO:0061744,motor behavior,19_GO:0032501 multicellular organismal process,-2.9,4.8,4.3,30284,29,1307,6,0.46,0.19,605|2629|4669|6448|7846|22911,BCL7A|GBA1|NAGLU|SGSH|TUBA1A|WDR47,-1.6,Var1
GO Biological Processes,19,GO:0007435,salivary gland morphogenesis,19_GO:0032502 developmental process,-2.9,4.8,4.3,30284,29,1307,6,0.46,0.19,655|1956|2260|2263|3911|23129,BMP7|EGFR|FGFR1|FGFR2|LAMA5|PLXND1,-1.6,Var1
GO Biological Processes,19,GO:0046651,lymphocyte proliferation,19_GO:0002376 immune system process,-2.9,2.6,3.7,30284,114,1307,13,0.99,0.27,604|896|2013|2064|2281|2355|3280|4208|5532|6777|7157|11151|51176,BCL6|CCND3|EMP2|ERBB2|FKBP1B|FOSL2|HES1|MEF2C|PPP3CB|STAT5B|TP53|CORO1A|LEF1,-1.6,Var1
GO Molecular Functions,21,GO:0005026,"transforming growth factor beta receptor activity, type II",,-2.9,7.7,4.9,30284,12,1307,4,0.31,0.15,91|94|658|7048,ACVR1B|ACVRL1|BMPR1B|TGFBR2,-1.6,Var1
GO Biological Processes,19,GO:0060856,establishment of blood-brain barrier,19_GO:0032502 developmental process,-2.9,7.7,4.9,30284,12,1307,4,0.31,0.15,669|7476|8322|51599,BPGM|WNT7A|FZD4|LSR,-1.6,Var1
GO Molecular Functions,21,GO:0005025,"transforming growth factor beta receptor activity, type I",,-2.9,7.7,4.9,30284,12,1307,4,0.31,0.15,91|94|658|7048,ACVR1B|ACVRL1|BMPR1B|TGFBR2,-1.6,Var1
GO Molecular Functions,21,GO:0016362,"activin receptor activity, type II",,-2.9,7.7,4.9,30284,12,1307,4,0.31,0.15,91|94|658|7048,ACVR1B|ACVRL1|BMPR1B|TGFBR2,-1.6,Var1
GO Molecular Functions,21,GO:0017002,activin receptor activity,,-2.9,7.7,4.9,30284,12,1307,4,0.31,0.15,91|94|658|7048,ACVR1B|ACVRL1|BMPR1B|TGFBR2,-1.6,Var1
GO Biological Processes,19,GO:0099550,"trans-synaptic signaling, modulating synaptic transmission",19_GO:0050789 regulation of biological process,-2.9,7.7,4.9,30284,12,1307,4,0.31,0.15,1949|4756|84966|140689,EFNB3|NEO1|IGSF21|CBLN4,-1.6,Var1
GO Molecular Functions,21,GO:0005095,GTPase inhibitor activity,,-2.9,7.7,4.9,30284,12,1307,4,0.31,0.15,2874|6242|8826|10188,GPS2|RTKN|IQGAP1|TNK2,-1.6,Var1
GO Molecular Functions,21,GO:0016361,"activin receptor activity, type I",,-2.9,7.7,4.9,30284,12,1307,4,0.31,0.15,91|94|658|7048,ACVR1B|ACVRL1|BMPR1B|TGFBR2,-1.6,Var1
GO Biological Processes,19,GO:0002833,positive regulation of response to biotic stimulus,19_GO:0048518 positive regulation of biological process,-2.9,1.9,3.4,30284,332,1307,27,2.1,0.39,1374|3428|3430|3665|3764|4669|4940|5359|6688|6777|7532|8780|9261|9450|10084|10524|10614|23328|29800|55122|57142|57590|79812|79969|84282|84937|121260,CPT1A|IFI16|IFI35|IRF7|KCNJ8|NAGLU|OAS3|PLSCR1|SPI1|STAT5B|YWHAG|RIOK3|MAPKAPK2|LY86|PQBP1|KAT5|HEXIM1|SASH1|ZDHHC1|AKIRIN2|RTN4|WDFY1|MMRN2|ATAT1|RNF135|ZNRF1|SLC15A4,-1.6,Var1
GO Biological Processes,19,GO:0150105,protein localization to cell-cell junction,19_GO:0051179 localization,-2.9,5.8,4.6,30284,20,1307,5,0.38,0.17,7082|9414|50848|51599|84952,TJP1|TJP2|F11R|LSR|CGNL1,-1.6,Var1
GO Biological Processes,19,GO:0061298,retina vasculature development in camera-type eye,19_GO:0032502 developmental process,-2.9,5.8,4.6,30284,20,1307,5,0.38,0.17,94|5156|8322|22899|57381,ACVRL1|PDGFRA|FZD4|ARHGEF15|RHOJ,-1.6,Var1
GO Cellular Components,20,GO:0005839,proteasome core complex,,-2.9,5.8,4.6,30284,20,1307,5,0.38,0.17,5689|5692|5693|5694|5695,PSMB1|PSMB4|PSMB5|PSMB6|PSMB7,-1.6,Var1
GO Cellular Components,20,GO:0099092,"postsynaptic density, intracellular component",,-2.9,5.8,4.6,30284,20,1307,5,0.38,0.17,88|2171|5662|7779|10458,ACTN2|FABP5|PSD|SLC30A1|BAIAP2,-1.6,Var1
GO Biological Processes,19,GO:0061003,positive regulation of dendritic spine morphogenesis,19_GO:0032502 developmental process,-2.9,5.8,4.6,30284,20,1307,5,0.38,0.17,816|1627|3706|7779|10458,CAMK2B|DBN1|ITPKA|SLC30A1|BAIAP2,-1.6,Var1
GO Biological Processes,19,GO:0002262,myeloid cell homeostasis,19_GO:0042592 homeostatic process,-2.9,2.4,3.6,30284,143,1307,15,1.1,0.29,211|604|669|1435|1777|2039|2056|3162|5925|6777|10461|93974|116151|121260|221395,ALAS1|BCL6|BPGM|CSF1|DNASE2|DMTN|EPO|HMOX1|RB1|STAT5B|MERTK|ATP5IF1|FAM210B|SLC15A4|ADGRF5,-1.6,Var1
GO Biological Processes,19,GO:0010596,negative regulation of endothelial cell migration,19_GO:0040011 locomotion,-2.9,2.8,3.7,30284,101,1307,12,0.92,0.26,94|285|4208|4851|6781|9314|10014|22846|54567|56999|79812|374969,ACVRL1|ANGPT2|MEF2C|NOTCH1|STC1|KLF4|HDAC5|VASH1|DLL4|ADAMTS9|MMRN2|SVBP,-1.5,Var1
GO Biological Processes,19,GO:0046545,development of primary female sexual characteristics,19_GO:0022414 reproductive process,-2.9,2.8,3.7,30284,101,1307,12,0.92,0.26,658|1051|3625|3791|4846|4851|4855|5156|6422|6777|8322|25976,BMPR1B|CEBPB|INHBB|KDR|NOS3|NOTCH1|NOTCH4|PDGFRA|SFRP1|STAT5B|FZD4|TIPARP,-1.5,Var1
GO Biological Processes,19,GO:0006869,lipid transport,19_GO:0051179 localization,-2.9,1.9,3.4,30284,350,1307,28,2.1,0.4,123|344|346|1374|1376|2170|2171|2806|3764|4864|5243|5359|7351|8322|9399|9429|11309|23111|23780|28231|29015|51012|51228|57088|57194|57488|196527|440026,PLIN2|APOC2|APOC4|CPT1A|CPT2|FABP3|FABP5|GOT2|KCNJ8|NPC1|ABCB1|PLSCR1|UCP2|FZD4|STOML1|ABCG2|SLCO2B1|SPART|APOL2|SLCO4A1|SLC43A3|PRELID3B|GLTP|PLSCR4|ATP10A|ESYT2|ANO6|TMEM41B,-1.5,Var1
GO Biological Processes,19,GO:0051250,negative regulation of lymphocyte activation,19_GO:0002376 immune system process,-2.9,2.3,3.6,30284,173,1307,17,1.3,0.31,135|384|604|865|1051|2064|3566|3635|4092|6422|6522|10461|11314|25793|51043|64115|441478,ADORA2A|ARG2|BCL6|CBFB|CEBPB|ERBB2|IL4R|INPP5D|SMAD7|SFRP1|SLC4A2|MERTK|CD300A|FBXO7|ZBTB7B|VSIR|NRARP,-1.5,Var1
GO Cellular Components,20,GO:1905368,peptidase complex,,-2.9,2.5,3.7,30284,129,1307,14,1.1,0.28,5689|5692|5693|5694|5695|5702|5709|5710|5719|6878|23478|27429|60559|94005,PSMB1|PSMB4|PSMB5|PSMB6|PSMB7|PSMC3|PSMD3|PSMD4|PSMD13|TAF6|SEC11A|HTRA2|SPCS3|PIGS,-1.5,Var1
GO Biological Processes,19,GO:0039531,regulation of cytoplasmic pattern recognition receptor signaling pathway,19_GO:0044419 biological process involved in interspecies interaction between organisms,-2.9,2.5,3.7,30284,129,1307,14,1.1,0.28,708|3428|5802|7105|8780|8815|11277|29800|55914|57142|57590|79969|84885|121260,C1QBP|IFI16|PTPRS|TSPAN6|RIOK3|BANF1|TREX1|ZDHHC1|ERBIN|RTN4|WDFY1|ATAT1|ZDHHC12|SLC15A4,-1.5,Var1
GO Biological Processes,19,GO:1901657,glycosyl compound metabolic process,19_GO:0009987 cellular process,-2.9,3.1,3.8,30284,75,1307,10,0.77,0.24,978|1716|1890|2629|7084|10327|23463|27233|56952|57704,CDA|DGUOK|TYMP|GBA1|TK2|AKR1A1|ICMT|SULT1C4|PRTFDC1|GBA2,-1.5,Var1
GO Biological Processes,19,GO:0099072,regulation of postsynaptic membrane neurotransmitter receptor levels,19_GO:0065007 biological regulation,-2.9,3.1,3.8,30284,75,1307,10,0.77,0.24,1742|2064|7037|27065|51617|55914|81609|112755|116988|126129,DLG4|ERBB2|TFRC|NSG1|NSG2|ERBIN|SNX27|STX1B|AGAP3|CPT1C,-1.5,Var1
GO Biological Processes,19,GO:0051881,regulation of mitochondrial membrane potential,19_GO:0065007 biological regulation,-2.9,3.1,3.8,30284,75,1307,10,0.77,0.24,135|666|1497|3791|4137|7351|10962|23111|84275|93974,ADORA2A|BOK|CTNS|KDR|MAPT|UCP2|MLLT11|SPART|SLC25A33|ATP5IF1,-1.5,Var1
GO Molecular Functions,21,GO:0019003,GDP binding,,-2.9,3.1,3.8,30284,75,1307,10,0.77,0.24,2669|3265|6009|6016|7351|8801|9364|9367|57826|148252,GEM|HRAS|RHEB|RIT1|UCP2|SUCLG2|RAB28|RAB9A|RAP2C|DIRAS1,-1.5,Var1
GO Biological Processes,19,GO:0034440,lipid oxidation,19_GO:0009987 cellular process,-2.8,2.9,3.8,30284,88,1307,11,0.84,0.25,30|1374|1376|1666|1892|2109|2639|3712|10455|79602|83667,ACAA1|CPT1A|CPT2|DECR1|ECHS1|ETFB|GCDH|IVD|ECI2|ADIPOR2|SESN2,-1.5,Var1
GO Biological Processes,19,GO:0090276,regulation of peptide hormone secretion,19_GO:0051179 localization,-2.8,2.2,3.5,30284,204,1307,19,1.5,0.33,1374|1956|2281|2781|2852|3625|5127|5532|6422|6659|6720|6804|7351|9255|10312|11069|51092|55638|84876,CPT1A|EGFR|FKBP1B|GNAZ|GPER1|INHBB|CDK16|PPP3CB|SFRP1|SOX4|SREBF1|STX1A|UCP2|AIMP1|TCIRG1|RAPGEF4|SIDT2|SYBU|ORAI1,-1.5,Var1
GO Biological Processes,19,GO:0048545,response to steroid hormone,19_GO:0050896 response to stimulus,-2.8,2,3.4,30284,284,1307,24,1.8,0.37,478|498|1906|1956|2056|2355|2629|2852|4821|4864|6256|6257|6446|6715|6720|6781|6907|7101|7351|10413|11240|23543|27347|55818,ATP1A3|ATP5F1A|EDN1|EGFR|EPO|FOSL2|GBA1|GPER1|NKX2-2|NPC1|RXRA|RXRB|SGK1|SRD5A1|SREBF1|STC1|TBL1X|NR2E1|UCP2|YAP1|PADI2|RBFOX2|STK39|KDM3A,-1.5,Var1
GO Biological Processes,19,GO:1903146,regulation of autophagy of mitochondrion,19_GO:0050789 regulation of biological process,-2.8,3.6,4,30284,51,1307,8,0.61,0.22,2629|3099|6720|7157|10193|25793|27429|93974,GBA1|HK2|SREBF1|TP53|RNF41|FBXO7|HTRA2|ATP5IF1,-1.5,Var1
GO Cellular Components,20,GO:0016469,proton-transporting two-sector ATPase complex,,-2.8,3.6,4,30284,51,1307,8,0.61,0.22,498|509|514|533|534|9296|9551|10312,ATP5F1A|ATP5F1C|ATP5F1E|ATP6V0B|ATP6V1G2|ATP6V1F|ATP5MF|TCIRG1,-1.5,Var1
GO Biological Processes,19,GO:0021873,forebrain neuroblast division,19_GO:0032502 developmental process,-2.8,12,5.5,30284,6,1307,3,0.23,0.13,2260|2263|51176,FGFR1|FGFR2|LEF1,-1.5,Var1
GO Biological Processes,19,GO:0032055,negative regulation of translation in response to stress,19_GO:0048519 negative regulation of biological process,-2.8,12,5.5,30284,6,1307,3,0.23,0.13,5371|5936|83667,PML|RBM4|SESN2,-1.5,Var1
GO Biological Processes,19,GO:0046985,positive regulation of hemoglobin biosynthetic process,19_GO:0048518 positive regulation of biological process,-2.8,12,5.5,30284,6,1307,3,0.23,0.13,3276|8861|9314,PRMT1|LDB1|KLF4,-1.5,Var1
GO Biological Processes,19,GO:1902339,positive regulation of apoptotic process involved in morphogenesis,19_GO:0032502 developmental process,-2.8,12,5.5,30284,6,1307,3,0.23,0.13,4851|5371|7133,NOTCH1|PML|TNFRSF1B,-1.5,Var1
GO Biological Processes,19,GO:0060956,endocardial cell differentiation,19_GO:0032502 developmental process,-2.8,12,5.5,30284,6,1307,3,0.23,0.13,4851|54345|64321,NOTCH1|SOX18|SOX17,-1.5,Var1
GO Molecular Functions,21,GO:0030274,LIM domain binding,,-2.8,12,5.5,30284,6,1307,3,0.23,0.13,88|8861|9079,ACTN2|LDB1|LDB2,-1.5,Var1
GO Biological Processes,19,GO:0002085,inhibition of neuroepithelial cell differentiation,19_GO:0032502 developmental process,-2.8,12,5.5,30284,6,1307,3,0.23,0.13,3280|4851|28514,HES1|NOTCH1|DLL1,-1.5,Var1
GO Cellular Components,20,GO:0045261,"proton-transporting ATP synthase complex, catalytic core F(1)",,-2.8,12,5.5,30284,6,1307,3,0.23,0.13,498|509|514,ATP5F1A|ATP5F1C|ATP5F1E,-1.5,Var1
GO Biological Processes,19,GO:0033601,positive regulation of mammary gland epithelial cell proliferation,19_GO:0032502 developmental process,-2.8,12,5.5,30284,6,1307,3,0.23,0.13,595|57142|80139,CCND1|RTN4|ZNF703,-1.5,Var1
GO Biological Processes,19,GO:0046477,glycosylceramide catabolic process,19_GO:0009987 cellular process,-2.8,12,5.5,30284,6,1307,3,0.23,0.13,2581|2629|57704,GALC|GBA1|GBA2,-1.5,Var1
GO Biological Processes,19,GO:0072307,regulation of metanephric nephron tubule epithelial cell differentiation,19_GO:0032502 developmental process,-2.8,12,5.5,30284,6,1307,3,0.23,0.13,6772|10413|25937,STAT1|YAP1|WWTR1,-1.5,Var1
GO Biological Processes,19,GO:0072143,mesangial cell development,19_GO:0032502 developmental process,-2.8,12,5.5,30284,6,1307,3,0.23,0.13,2828|4851|5155,GPR4|NOTCH1|PDGFB,-1.5,Var1
GO Biological Processes,19,GO:0090402,oncogene-induced cell senescence,19_GO:0050896 response to stimulus,-2.8,12,5.5,30284,6,1307,3,0.23,0.13,3265|5371|6688,HRAS|PML|SPI1,-1.5,Var1
GO Biological Processes,19,GO:0060842,arterial endothelial cell differentiation,19_GO:0032502 developmental process,-2.8,12,5.5,30284,6,1307,3,0.23,0.13,3516|4851|28514,RBPJ|NOTCH1|DLL1,-1.5,Var1
GO Biological Processes,19,GO:0003348,cardiac endothelial cell differentiation,19_GO:0032502 developmental process,-2.8,12,5.5,30284,6,1307,3,0.23,0.13,4851|54345|64321,NOTCH1|SOX18|SOX17,-1.5,Var1
GO Molecular Functions,21,GO:0030331,nuclear estrogen receptor binding,,-2.8,4.1,4.1,30284,40,1307,7,0.54,0.2,3275|6867|11240|51176|55062|149563|167465,PRMT2|TACC1|PADI2|LEF1|WIPI1|SRARP|ZNF366,-1.5,Var1
GO Biological Processes,19,GO:0061900,glial cell activation,19_GO:0032501 multicellular organismal process,-2.8,4.1,4.1,30284,40,1307,7,0.54,0.2,135|1956|3459|3689|3764|4137|4669,ADORA2A|EGFR|IFNGR1|ITGB2|KCNJ8|MAPT|NAGLU,-1.5,Var1
GO Biological Processes,19,GO:0006953,acute-phase response,19_GO:0050896 response to stimulus,-2.8,4.1,4.1,30284,40,1307,7,0.54,0.2,12|1051|2056|5265|5359|7037|23780,SERPINA3|CEBPB|EPO|SERPINA1|PLSCR1|TFRC|APOL2,-1.5,Var1
GO Biological Processes,19,GO:0003203,endocardial cushion morphogenesis,19_GO:0032502 developmental process,-2.8,4.1,4.1,30284,40,1307,7,0.54,0.2,94|655|3516|4846|4851|6926|7048,ACVRL1|BMP7|RBPJ|NOS3|NOTCH1|TBX3|TGFBR2,-1.5,Var1
GO Biological Processes,19,GO:0018107,peptidyl-threonine phosphorylation,19_GO:0009987 cellular process,-2.8,4.1,4.1,30284,40,1307,7,0.54,0.2,91|1020|4294|10114|25865|27347|85366,ACVR1B|CDK5|MAP3K10|HIPK3|PRKD2|STK39|MYLK2,-1.5,Var1
GO Biological Processes,19,GO:0030856,regulation of epithelial cell differentiation,19_GO:0032502 developmental process,-2.8,2.3,3.6,30284,174,1307,17,1.3,0.31,94|595|655|1051|3280|4821|4851|4855|5583|6772|6777|6926|10413|25937|28514|50848|51176,ACVRL1|CCND1|BMP7|CEBPB|HES1|NKX2-2|NOTCH1|NOTCH4|PRKCH|STAT1|STAT5B|TBX3|YAP1|WWTR1|DLL1|F11R|LEF1,-1.5,Var1
GO Biological Processes,19,GO:0050796,regulation of insulin secretion,19_GO:0051179 localization,-2.8,2.3,3.6,30284,174,1307,17,1.3,0.31,1374|2281|2781|2852|3625|5127|5532|6422|6659|6720|6804|7351|10312|11069|51092|55638|84876,CPT1A|FKBP1B|GNAZ|GPER1|INHBB|CDK16|PPP3CB|SFRP1|SOX4|SREBF1|STX1A|UCP2|TCIRG1|RAPGEF4|SIDT2|SYBU|ORAI1,-1.5,Var1
GO Biological Processes,19,GO:0050792,regulation of viral process,19_GO:0016032 viral process,-2.8,2.3,3.6,30284,159,1307,16,1.2,0.3,3428|3434|4851|4939|4940|5359|5478|6772|8577|8815|9023|9235|10614|26986|128637|222537,IFI16|IFIT1|NOTCH1|OAS2|OAS3|PLSCR1|PPIA|STAT1|TMEFF1|BANF1|CH25H|IL32|HEXIM1|PABPC1|TBC1D20|HS3ST5,-1.5,Var1
GO Biological Processes,19,GO:0043603,amide metabolic process,19_GO:0009987 cellular process,-2.8,1.8,3.4,30284,403,1307,31,2.4,0.42,384|1050|1497|1743|2581|2629|2639|2937|2941|2947|4669|5066|5973|6447|8801|8884|9334|11145|11332|25825|27090|27429|51144|51703|55512|57704|64087|64781|84532|123099|171546,ARG2|CEBPA|CTNS|DLST|GALC|GBA1|GCDH|GSS|GSTA4|GSTM3|NAGLU|PAM|RENBP|SCG5|SUCLG2|SLC5A6|B4GALT5|PLAAT3|ACOT7|BACE2|ST6GALNAC4|HTRA2|HSD17B12|ACSL5|SMPD3|GBA2|MCCC2|CERK|ACSS1|DEGS2|SPTSSA,-1.5,Var1
GO Biological Processes,19,GO:0051604,protein maturation,19_GO:0009987 cellular process,-2.8,1.7,3.3,30284,544,1307,39,3,0.47,1155|1725|2281|2286|3428|3998|4669|5202|5478|5910|6447|8818|9093|9531|9961|10574|10598|10730|10961|11328|23478|23555|25822|25825|27429|30001|51398|54431|54997|60559|64115|64215|81572|81611|84191|94005|169714|284325|340348,TBCB|DHPS|FKBP1B|FKBP2|IFI16|LMAN1|NAGLU|PFDN2|PPIA|RAP1GDS1|SCG5|DPM2|DNAJA3|BAG3|MVP|CCT7|AHSA1|YME1L1|ERP29|FKBP9|SEC11A|TSPAN15|DNAJB5|BACE2|HTRA2|ERO1A|WDR83OS|DNAJC10|TESC|SPCS3|VSIR|DNAJC1|PDRG1|ANP32E|CIAO2A|PIGS|QSOX2|ACTMAP|TSPAN33,-1.5,Var1
GO Biological Processes,19,GO:0050773,regulation of dendrite development,19_GO:0032502 developmental process,-2.8,2.7,3.7,30284,102,1307,12,0.92,0.26,655|816|1627|3706|7101|7779|8322|10084|10458|56896|56965|124925,BMP7|CAMK2B|DBN1|ITPKA|NR2E1|SLC30A1|FZD4|PQBP1|BAIAP2|DPYSL5|PARP6|SEZ6,-1.5,Var1
